depcom,ze10,canton_ville,dep,categorie_com,pop,pophom,popfem,actemp_hom,actemp_fem,chom_hom,chom_fem,ret,ele,foy_hom,foy_fem,ina,autre,part_ele,part_ret,academie,libgeo,partchfem
01310,8216,0104,01,212,234,150,84,34,20,NA,6,67,4,NA,3,101,NA,1.7094017094,28632478632,L,Prémeyzel (01310),0
01311,8203,0115,01,222,36,19,17,6,8,1,NA,14,1,NA,NA,5,NA,2.7777777778,38888888889,L,Prémillieu (01311),NA
01312,8202,0133,01,112,224,114,110,65,47,2,8,35,12,NA,5,50,NA,5.3571428571,15625,L,Pressiat (01312),0
01313,8219,0113,01,111,5980,2891,3089,1473,1350,122,129,641,469,14,325,1457,NA,7.8428093645,10719063545,L,Prévessin-Moëns (01313),0.5
01314,8201,0125,01,112,1488,733,755,356,321,25,34,287,94,NA,22,349,NA,6.3172043011,19287634409,L,Priay (01314),0.1
01316,8216,0136,01,212,168,89,79,41,33,5,3,36,9,NA,4,37,NA,5.3571428571,21428571429,L,Pugieu (01316),0
01317,8202,0107,01,112,250,124,126,65,59,1,4,60,14,NA,1,46,NA,5.6,24,L,Ramasse (01317),0
01318,8213,0142,01,112,641,339,302,171,151,7,4,82,53,1,9,163,NA,8.2683307332,127925117,L,Rancé (01318),0
01319,8213,0130,01,112,466,226,240,121,100,6,6,100,27,NA,3,103,NA,5.7939914163,21459227468,L,Relevant (01319),0
01320,0053,0102,01,112,3500,1768,1732,804,735,62,81,804,185,NA,71,758,NA,5.2857142857,22971428571,L,Replonges (01320),0.3
01321,8202,0107,01,112,788,398,390,193,169,6,12,159,42,NA,16,191,NA,5.3299492386,20177664975,L,Revonnas (01321),0
01322,8213,0142,01,111,4093,2017,2076,958,846,40,44,866,381,6,100,851,NA,9.3085756169,21158074762,L,Reyrieux (01322),0.2
01323,0053,0126,01,112,929,450,479,201,175,13,21,227,50,2,16,225,NA,5.382131324,24434876211,L,Reyssouze (01323),0.1
01325,8201,0119,01,112,950,501,449,250,209,12,21,152,54,1,25,226,NA,5.6842105263,16,L,Rignieux-le-Franc (01325),0.1
01328,8213,0110,01,120,587,293,294,134,108,3,8,128,54,2,5,145,NA,9.199318569,21805792164,L,Romans (01328),0
01329,8216,0136,01,300,148,75,73,35,25,4,6,48,9,NA,6,16,NA,6.0810810811,32432432432,L,Rossillon (01329),0
01330,8203,0109,01,300,202,98,104,42,38,3,6,53,13,NA,4,43,NA,6.4356435644,26237623762,L,Ruffieu (01330),0
01331,8201,0124,01,300,163,79,84,33,30,2,2,41,13,NA,3,39,NA,7.9754601227,25153374233,L,Saint-Alban (01331),0
01332,0053,0102,01,112,635,315,320,171,157,5,8,108,33,NA,9,145,NA,5.1968503937,17007874016,L,Saint-André-de-Bâgé (01332),0
01333,8214,0142,01,112,2991,1448,1543,705,672,34,35,687,245,1,49,563,NA,8.1912403878,2296890672,L,Saint-André-de-Corcy (01333),0.1
01334,0053,0127,01,112,543,275,268,153,125,6,10,81,30,2,7,129,NA,5.5248618785,14917127072,L,Saint-André-d'Huiriat (01334),0
01335,8213,0110,01,112,316,160,156,82,83,1,4,48,14,NA,3,82,NA,4.4303797468,15189873418,L,Saint-André-le-Bouchoux (01335),0
01336,8202,0139,01,112,1079,531,548,254,242,23,28,232,64,NA,14,222,NA,5.9314179796,21501390176,L,Saint-André-sur-Vieux-Jonc (01336),0.1
01337,0053,0126,01,120,1161,593,568,280,206,20,27,293,63,NA,25,246,NA,5.4263565891,25236864772,L,Saint-Bénigne (01337),0.1
01338,8209,0118,01,112,773,378,395,173,150,13,20,178,44,2,17,176,NA,5.6921086675,23027166882,L,Saint-Benoît (01338),0.1
01339,8213,0134,01,111,1375,665,710,320,278,13,16,330,106,NA,44,269,NA,7.7090909091,24,L,Saint-Bernard (01339),0.1
01340,8216,0104,01,212,123,58,65,28,27,NA,4,39,3,1,2,19,NA,2.4390243902,31707317073,L,Saint-Bois (01340),0
01341,8216,0104,01,212,139,68,71,32,28,1,1,50,5,NA,2,19,NA,3.5971223022,35971223022,L,Saint-Champ (01341),0
01342,8214,0120,01,112,534,271,263,150,130,4,8,66,43,NA,8,125,NA,8.0524344569,12359550562,L,Sainte-Croix (01342),0
01343,0053,0127,01,112,1636,836,800,408,393,21,22,291,91,1,24,386,NA,5.5623471883,17787286064,L,Saint-Cyr-sur-Menthon (01343),0.1
01344,8202,0143,01,111,5405,2610,2795,1174,1155,72,75,1446,407,2,110,963,NA,7.5300647549,26753006475,L,Saint-Denis-lès-Bourg (01344),0.3
01345,8201,0101,01,112,2178,1078,1100,514,472,44,55,450,122,3,74,444,NA,5.6014692378,20661157025,L,Saint-Denis-en-Bugey (01345),0.2
01346,8202,0121,01,112,863,428,435,211,182,7,19,178,50,1,6,209,NA,5.7937427578,20625724218,L,Saint-Didier-d'Aussiat (01346),0.1
01347,8213,0134,01,111,1792,917,875,454,381,29,31,290,176,1,53,377,NA,9.8214285714,16183035714,L,Saint-Didier-de-Formans (01347),0.1
01348,8213,0132,01,120,2776,1362,1414,655,538,32,57,606,181,3,71,632,NA,6.5201729107,21829971182,L,Saint-Didier-sur-Chalaronne (01348),0.2
01349,8201,0119,01,112,399,203,196,104,92,3,3,80,37,1,15,65,NA,9.2731829574,20050125313,L,Saint-Éloi (01349),0
01350,8202,0133,01,112,2441,1198,1243,599,518,27,45,580,133,2,35,501,NA,5.4485866448,23760753789,L,Saint-Étienne-du-Bois (01350),0.2
01351,8213,0132,01,112,1468,752,716,355,296,35,26,244,101,4,35,371,NA,6.8801089918,16621253406,L,Saint-Étienne-sur-Chalaronne (01351),0.1
01352,0053,0126,01,120,531,289,242,124,95,8,15,132,23,NA,10,125,NA,4.3314500942,24858757062,L,Saint-Étienne-sur-Reyssouze (01352),0.1
01353,8213,0142,01,111,1482,725,757,376,347,14,19,192,142,1,36,356,NA,9.5816464238,12955465587,L,Sainte-Euphémie (01353),0.1
01354,8219,0113,01,111,8914,4615,4299,2526,1877,172,223,1028,519,11,434,2125,NA,5.8223019969,11532420911,L,Saint-Genis-Pouilly (01354),0.9
01355,0053,0127,01,120,408,211,197,114,91,7,10,69,20,NA,6,89,NA,4.9019607843,16911764706,L,Saint-Genis-sur-Menthon (01355),0
01356,8213,0110,01,112,197,104,93,50,47,2,1,26,12,1,2,55,NA,6.0913705584,13197969543,L,Saint-Georges-sur-Renon (01356),0
01357,8219,0103,01,300,480,250,230,111,85,17,18,90,22,1,21,115,NA,4.5833333333,1875,L,Saint-Germain-de-Joux (01357),0.1
01358,8216,0104,01,212,387,196,191,85,73,15,6,97,21,1,12,77,NA,5.4263565891,25064599483,L,Saint-Germain-les-Paroisses (01358),0
01359,8213,0135,01,112,236,127,109,72,56,3,2,48,11,NA,5,40,NA,4.6610169492,20338983051,L,Saint-Germain-sur-Renon (01359),0
01360,8219,0112,01,112,1496,767,729,433,339,24,19,198,93,1,60,330,NA,6.2165775401,13235294118,L,Saint-Jean-de-Gonville (01360),0.1
01361,8201,0119,01,112,1421,732,689,388,326,18,23,209,115,1,30,310,NA,8.0928923293,14707952146,L,Saint-Jean-de-Niost (01361),0.1
01362,8213,0142,01,112,710,364,346,195,177,10,6,96,41,NA,8,177,NA,5.7746478873,13521126761,L,Saint-Jean-de-Thurigneux (01362),0
01363,8201,0124,01,112,1609,800,809,411,337,16,26,345,105,NA,51,319,NA,6.5257924177,21441889372,L,Saint-Jean-le-Vieux (01363),0.1
01364,8202,0129,01,112,744,394,350,178,130,16,17,187,43,2,21,150,NA,5.7795698925,25134408602,L,Saint-Jean-sur-Reyssouze (01364),0.1
01365,0053,0127,01,112,1082,537,545,263,259,13,8,220,66,3,19,232,NA,6.0998151571,2033271719,L,Saint-Jean-sur-Veyle (01365),0
01366,8201,0117,01,112,889,458,431,229,211,15,21,113,46,3,16,234,NA,5.1743532058,12710911136,L,Sainte-Julie (01366),0.1
01367,8202,0129,01,112,668,341,327,164,133,15,14,159,26,NA,14,142,NA,3.8922155689,2380239521,L,Saint-Julien-sur-Reyssouze (01367),0.1
01368,8213,0110,01,120,715,369,346,177,156,11,15,131,36,NA,14,176,NA,5.034965035,18321678322,L,Saint-Julien-sur-Veyle (01368),0.1
01369,8202,0139,01,111,881,463,418,215,191,11,14,177,66,NA,11,195,NA,7.4914869467,20090805902,L,Saint-Just (01369),0.1
01370,0053,0102,01,111,1749,816,933,466,409,43,56,353,70,NA,34,317,NA,4.0022870212,20182961692,L,Saint-Laurent-sur-Saône (01370),0.2
01371,8214,0135,01,112,1212,622,590,337,290,19,27,125,108,NA,17,289,NA,8.9108910891,10313531353,L,Saint-Marcel (01371),0.1
01372,8216,0136,01,300,443,222,221,102,100,8,8,87,24,NA,3,111,NA,5.4176072235,19638826185,L,Saint-Martin-de-Bavel (01372),0
01373,8203,0122,01,300,1077,543,534,288,229,18,22,209,59,2,34,216,NA,5.47818013,19405756732,L,Saint-Martin-du-Frêne (01373),0.1
01374,8202,0125,01,112,1651,848,803,418,372,13,18,352,105,1,32,340,NA,6.3597819503,21320411872,L,Saint-Martin-du-Mont (01374),0.1
01375,8202,0121,01,112,790,407,383,208,188,13,8,133,49,NA,5,186,NA,6.2025316456,16835443038,L,Saint-Martin-le-Châtel (01375),0
01376,8214,0140,01,111,3865,1835,2030,842,805,103,117,790,276,1,90,839,NA,7.1410090556,20439844761,L,Saint-Maurice-de-Beynost (01376),0.5
01378,8201,0119,01,112,2498,1255,1243,631,551,22,33,406,160,3,64,628,NA,6.4051240993,16253002402,L,Saint-Maurice-de-Gourdans (01378),0.1
01379,8201,0101,01,112,709,361,348,168,141,16,24,139,33,1,19,168,NA,4.6544428773,19605077574,L,Saint-Maurice-de-Rémens (01379),0.1
01380,8202,0129,01,120,703,350,353,145,103,13,11,208,39,2,22,160,NA,5.5476529161,29587482219,L,Saint-Nizier-le-Bouchoux (01380),0
01381,8214,0108,01,112,880,450,430,223,193,12,18,118,58,2,19,238,NA,6.5909090909,13409090909,L,Saint-Nizier-le-Désert (01381),0.1
01382,8213,0130,01,112,303,158,145,86,71,3,2,52,19,NA,4,66,NA,6.2706270627,17161716172,L,Sainte-Olive (01382),0
01383,8214,0135,01,120,1551,767,784,350,324,16,30,263,101,1,34,433,NA,6.5119277885,16956802063,L,Saint-Paul-de-Varax (01383),0.1
01384,8201,0128,01,112,2164,1013,1151,446,370,56,64,531,107,4,88,497,NA,4.9445471349,24537892791,L,Saint-Rambert-en-Bugey (01384),0.3
01385,8202,0139,01,112,906,455,451,228,218,11,13,174,61,1,11,190,NA,6.7328918322,19205298013,L,Saint-Rémy (01385),0.1
01386,8201,0117,01,112,1061,540,521,285,240,18,22,204,58,1,28,205,NA,5.4665409991,19227144204,L,Saint-Sorlin-en-Bugey (01386),0.1
01387,8202,0121,01,112,142,76,66,38,29,5,1,31,5,NA,NA,33,NA,3.5211267606,21830985915,L,Saint-Sulpice (01387),0
01388,8202,0129,01,400,1013,494,519,203,158,13,29,393,37,NA,21,159,NA,3.6525172754,38795656466,L,Saint-Trivier-de-Courtes (01388),0.1
01389,8213,0130,01,112,1877,953,924,465,376,26,33,384,139,NA,34,420,NA,7.4054342035,20458177944,L,Saint-Trivier-sur-Moignans (01389),0.1
01390,8201,0117,01,112,957,497,460,227,181,13,27,176,49,1,21,261,NA,5.1201671891,18390804598,L,Saint-Vulbas (01390),0.1
01391,8202,0111,01,112,284,150,134,60,55,4,4,101,14,NA,3,43,NA,4.9295774648,35563380282,L,Salavre (01391),0
01392,8203,0116,01,112,718,370,348,201,169,4,15,85,48,NA,7,189,NA,6.6852367688,11838440111,L,Samognat (01392),0.1
01393,8213,0110,01,112,524,268,256,143,119,3,11,79,29,NA,9,131,NA,5.534351145,15076335878,L,Sandrans (01393),0
01396,8201,0117,01,112,1043,525,518,240,181,33,39,246,41,NA,54,210,NA,3.9309683605,23585810163,L,Sault-Brénaz (01396),0.2
01397,8219,0113,01,112,1078,529,549,277,239,24,14,140,87,1,60,237,NA,8.0705009276,12987012987,L,Sauverny (01397),0.1
01398,8213,0130,01,112,1204,601,603,317,287,17,15,193,85,1,13,277,NA,7.0598006645,16029900332,L,Savigneux (01398),0.1
01399,8219,0114,01,112,1649,796,853,432,393,24,30,254,108,3,62,343,NA,6.5494238933,15403274712,L,Ségny (01399),0.1
01400,8201,0118,01,112,138,75,63,35,31,3,2,34,7,NA,3,23,NA,5.0724637681,24637681159,L,Seillonnaz (01400),0
01401,8219,0113,01,111,1977,984,993,513,447,23,41,241,119,5,97,491,NA,6.019221042,12190187152,L,Sergy (01401),0.2
01402,0053,0126,01,300,669,325,344,158,119,6,18,191,26,NA,15,135,NA,3.8863976084,28550074738,L,Sermoyer (01402),0.1
01403,8201,0118,01,112,1174,585,589,261,217,34,28,260,60,2,32,280,NA,5.1107325383,22146507666,L,Serrières-de-Briord (01403),0.1
01404,8201,0116,01,120,119,66,53,35,22,3,4,36,1,NA,3,15,NA,0.8403361345,3025210084,L,Serrières-sur-Ain (01404),0
01405,8202,0139,01,112,1184,604,580,286,245,13,17,175,77,1,29,341,NA,6.5033783784,14780405405,L,Servas (01405),0.1
01406,8202,0129,01,120,160,83,77,40,29,1,1,49,6,2,3,29,NA,3.75,30625,L,Servignat (01406),0
01407,8219,0131,01,300,942,487,455,246,180,32,31,178,41,NA,31,204,NA,4.3524416136,1889596603,L,Seyssel (01407),0.1
01408,8202,0107,01,112,650,335,315,171,143,5,12,122,39,NA,10,149,NA,6,18769230769,L,Simandre-sur-Suran (01408),0
01409,8216,0109,01,400,130,60,70,27,21,3,3,50,6,NA,1,19,NA,4.6153846154,38461538462,L,Songieu (01409),0
01410,8203,0116,01,300,320,167,153,90,69,7,3,41,22,NA,11,77,NA,6.875,128125,L,Sonthonnax-la-Montagne (01410),0
01411,8201,0117,01,112,261,132,129,64,50,2,4,62,10,NA,12,59,NA,3.8314176245,23754789272,L,Souclin (01411),0
01412,8213,0110,01,120,569,293,276,144,129,10,17,101,34,NA,5,128,NA,5.9753954306,17750439367,L,Sulignat (01412),0.1
01413,8219,0103,01,120,78,36,42,17,14,NA,3,25,3,NA,1,15,NA,3.8461538462,32051282051,L,Surjoux (01413),0
01414,8216,0109,01,300,235,120,115,56,39,3,5,71,10,1,7,42,NA,4.2553191489,30212765957,L,Sutrieu (01414),0
01415,8216,0109,01,300,425,217,208,103,83,8,9,92,15,NA,10,105,NA,3.5294117647,21647058824,L,Talissieu (01415),0
01416,8201,0128,01,112,1120,561,559,231,171,18,28,352,62,2,41,214,NA,5.5357142857,31428571429,L,Tenay (01416),0.1
01417,8203,0115,01,222,324,159,165,79,60,3,4,92,14,NA,8,63,NA,4.3209876543,28395061728,L,Thézillieu (01417),0
01418,8214,0140,01,112,1070,540,530,281,245,18,16,172,100,1,13,224,NA,9.3457943925,16074766355,L,Thil (01418),0.1
01419,8219,0113,01,111,5205,2604,2601,1454,1107,60,97,602,361,7,292,1226,NA,6.9356388088,11565802113,L,Thoiry (01419),0.4
01420,8213,0132,01,120,1540,655,885,315,292,32,53,484,73,2,31,258,NA,4.7402597403,31428571429,L,Thoissey (01420),0.2
01421,8201,0128,01,112,698,363,335,181,156,5,7,151,45,1,32,119,NA,6.446991404,21633237822,L,Torcieu (01421),0
01422,8202,0125,01,112,1406,704,702,374,342,7,11,227,114,NA,24,306,NA,8.1081081081,16145092461,L,Tossiat (01422),0
01423,8213,0142,01,111,769,379,390,211,198,14,11,112,77,1,11,135,NA,10.013003901,14564369311,L,Toussieux (01423),0
01424,8214,0142,01,112,1674,845,829,412,388,22,21,238,192,1,29,371,NA,11.46953405,1421744325,L,Tramoyes (01424),0.1
01425,8202,0125,01,112,301,147,154,80,60,1,4,69,21,NA,2,65,NA,6.976744186,2292358804,L,Tranclière (La) (01425),0
01426,8202,0133,01,112,2204,1120,1084,563,481,34,44,438,124,1,33,486,NA,5.6261343013,19872958258,L,Treffort-Cuisiat (01426),0.2
01427,8213,0134,01,111,6730,3331,3399,1633,1386,176,185,1061,450,2,218,1616,NA,6.6864784547,15765230312,L,Trévoux (01427),0.7
01428,8213,0132,01,112,88,46,42,22,20,NA,1,20,3,1,NA,21,NA,3.4090909091,22727272727,L,Valeins (01428),0
01429,8202,0143,01,112,619,314,305,164,146,3,8,106,39,1,7,143,NA,6.3004846527,17124394184,L,Vandeins (01429),0
01430,8201,0125,01,112,521,273,248,143,100,17,21,92,28,NA,10,110,NA,5.3742802303,17658349328,L,Varambon (01430),0.1
01431,8201,0117,01,112,1169,568,601,304,246,18,21,242,61,NA,29,247,NA,5.2181351583,20701454234,L,Vaux-en-Bugey (01431),0.1
01432,8202,0111,01,112,250,121,129,55,58,2,5,74,7,NA,3,46,NA,2.8,296,L,Verjon (01432),0
01433,8202,0129,01,400,285,142,143,80,71,5,9,35,11,NA,6,68,NA,3.8596491228,12280701754,L,Vernoux (01433),0
01434,8214,0108,01,112,332,161,171,79,65,3,10,75,22,NA,4,73,NA,6.6265060241,22590361446,L,Versailleux (01434),0
01435,8219,0113,01,112,2144,1070,1074,542,488,34,47,233,158,6,80,556,NA,7.3694029851,10867537313,L,Versonnex (01435),0.2
01436,8219,0114,01,112,526,250,276,139,136,10,9,86,35,1,13,97,NA,6.6539923954,16349809886,L,Vesancy (01436),0
01437,0053,0129,01,300,208,112,96,51,44,3,3,50,9,NA,4,43,NA,4.3269230769,24038461538,L,Vescours (01437),0
01439,0053,0102,01,112,91,48,43,25,18,NA,2,18,6,NA,2,20,NA,6.5934065934,1978021978,L,Vésines (01439),0
01441,8203,0106,01,300,693,349,344,190,140,11,12,114,50,NA,17,159,NA,7.215007215,1645021645,L,Vieu-d'Izenave (01441),0
01442,8216,0109,01,300,380,188,192,77,78,8,3,116,16,NA,13,69,NA,4.2105263158,30526315789,L,Vieu (01442),0
01443,8214,0135,01,112,4399,2121,2278,1079,963,50,73,1006,365,1,90,772,NA,8.2973403046,22868833826,L,Villars-les-Dombes (01443),0.3
01444,8201,0117,01,112,1153,593,560,312,235,18,31,216,53,1,32,254,NA,4.5967042498,18733738075,L,Villebois (01444),0.1
01445,8202,0111,01,112,632,324,308,169,146,14,10,93,27,NA,10,163,NA,4.2721518987,14715189873,L,Villemotier (01445),0
01446,8213,0130,01,112,1383,707,676,385,311,7,27,173,89,2,26,364,NA,6.435285611,12509038322,L,Villeneuve (01446),0.1
01447,8202,0107,01,112,1208,582,626,283,255,16,17,316,70,1,29,219,NA,5.7947019868,26158940397,L,Villereversure (01447),0.1
01448,8219,0103,01,300,385,200,185,108,91,7,6,54,29,1,12,77,NA,7.5324675325,14025974026,L,Villes (01448),0
01449,8201,0108,01,112,673,347,326,179,142,13,14,104,51,NA,20,151,NA,7.5780089153,15453194651,L,Villette-sur-Ain (01449),0.1
01450,8201,0119,01,112,3095,1564,1531,780,688,51,60,526,219,1,58,713,NA,7.0759289176,16995153473,L,Villieu-Loyes-Mollon (01450),0.2
01451,8202,0143,01,111,6006,3040,2966,1388,1268,91,117,1347,423,5,80,1287,NA,7.042957043,22427572428,L,Viriat (01451),0.5
01452,8216,0136,01,300,1156,574,582,267,220,35,26,244,59,1,43,262,NA,5.1038062284,21107266436,L,Virieu-le-Grand (01452),0.1
01453,8216,0109,01,400,309,154,155,65,54,1,3,78,21,NA,6,80,NA,6.7961165049,25242718447,L,Virieu-le-Petit (01453),0
01454,8216,0104,01,212,855,431,424,223,182,7,17,146,49,NA,23,208,NA,5.730994152,17076023392,L,Virignin (01454),0.1
01456,8216,0136,01,300,74,39,35,15,11,NA,NA,29,4,NA,2,12,NA,5.4054054054,39189189189,L,Vongnes (01456),NA
01457,8202,0110,01,120,2790,1389,1401,586,511,62,72,695,166,2,60,636,NA,5.9498207885,24910394265,L,Vonnas (01457),0.3
